Input_File,Run_ID,e,r,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
03B-1.cnf.gz.no_w.cnf,97,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,13.1900,289.4600,N/A,303.09,422.17,39.0,0,03B-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run97
03B-1.cnf.gz.no_w.cnf,98,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,11.2200,112.0100,N/A,123.44,173.58,32.0,0,03B-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run98
03B-1.cnf.gz.no_w.cnf,99,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,10.7600,67.7000,N/A,78.69,111.78,31.0,0,03B-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run99
03B-1.cnf.gz.no_w.cnf,100,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,10.6900,76.8000,N/A,87.8,123.35,29.0,0,03B-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run100
03B-1.cnf.gz.no_w.cnf,101,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,9.3900,49.1600,N/A,58.74,82.87,32.0,0,03B-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run101
03B-1.cnf.gz.no_w.cnf,102,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,8.2200,54.3300,N/A,62.82,86.54,31.0,0,03B-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run102
03B-2.cnf.gz.no_w.cnf,103,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,28.0700,449.8400,N/A,478.47,659.68,38.0,0,03B-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run103
03B-2.cnf.gz.no_w.cnf,104,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,23.4000,181.2400,N/A,204.98,271.46,39.0,0,03B-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run104
03B-2.cnf.gz.no_w.cnf,105,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,20.9800,120.1600,N/A,141.38,198.11,38.0,0,03B-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run105
03B-2.cnf.gz.no_w.cnf,106,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,20.6300,99.0900,N/A,120.05,149.35,38.0,0,03B-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run106
03B-2.cnf.gz.no_w.cnf,107,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,18.8300,133.5000,N/A,152.81,209.66,37.0,0,03B-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run107
03B-2.cnf.gz.no_w.cnf,108,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,18.7800,90.2500,N/A,109.43,146.07,37.0,0,03B-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run108
03B-3.cnf.gz.no_w.cnf,109,0.3,1.1,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,93.1200,1568.5200,N/A,1662.69,3902.79,51.0,2,03B-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run109
03B-3.cnf.gz.no_w.cnf,110,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,78.1700,628.8600,N/A,708.14,1009.67,47.0,0,03B-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run110
03B-3.cnf.gz.no_w.cnf,111,0.3,1.3,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,78.2900,450.5200,N/A,529.29,3903.67,43.0,2,03B-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run111
03B-3.cnf.gz.no_w.cnf,112,0.3,1.4,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,71.8400,350.6200,N/A,422.87,3903.88,42.0,2,03B-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run112
03B-3.cnf.gz.no_w.cnf,113,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,60.6100,227.5600,N/A,288.5,432.7,44.0,0,03B-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run113
03B-3.cnf.gz.no_w.cnf,114,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,67.5200,266.0500,N/A,334.23,541.0,44.0,0,03B-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run114
03B-4.cnf.gz.no_w.cnf,115,0.3,1.1,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,515.4700,,N/A,2024.15,3903.97,57.0,2,03B-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run115
03B-4.cnf.gz.no_w.cnf,116,0.3,1.2,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,418.7200,,N/A,2028.31,3904.24,57.0,2,03B-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run116
03B-4.cnf.gz.no_w.cnf,117,0.3,1.3,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,371.1600,1507.8100,N/A,1879.56,3903.88,57.0,2,03B-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run117
03B-4.cnf.gz.no_w.cnf,118,0.3,1.4,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,395.1900,1292.8900,N/A,1688.61,3903.89,57.0,2,03B-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run118
03B-4.cnf.gz.no_w.cnf,119,0.3,1.5,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,327.9800,932.2000,N/A,1260.67,3903.87,57.0,2,03B-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run119
03B-4.cnf.gz.no_w.cnf,120,0.3,1.6,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,326.8600,676.2400,N/A,1003.5,3903.86,58.0,2,03B-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run120
04A-1.cnf.gz.no_w.cnf,121,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0300,0.0100,N/A,0.0,0.1,0.0,0,04A-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run121
04A-1.cnf.gz.no_w.cnf,122,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.4100,N/A,3.44,5.09,8.0,0,04A-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run122
04A-1.cnf.gz.no_w.cnf,123,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.2400,N/A,3.34,4.87,8.0,0,04A-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run123
04A-1.cnf.gz.no_w.cnf,124,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.7300,N/A,3.79,5.39,8.0,0,04A-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run124
04A-1.cnf.gz.no_w.cnf,125,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,2.7300,N/A,2.8,4.06,6.0,0,04A-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run125
04A-1.cnf.gz.no_w.cnf,126,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.0200,N/A,3.06,4.29,6.0,0,04A-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run126
04A-2.cnf.gz.no_w.cnf,127,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0200,,N/A,0.0,0.03,0.0,0,04A-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run127
04A-2.cnf.gz.no_w.cnf,128,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,0.0200,,N/A,0.0,0.03,0.0,0,04A-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run128
04A-2.cnf.gz.no_w.cnf,129,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,0.0200,,N/A,0.0,0.03,0.0,0,04A-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run129
04A-2.cnf.gz.no_w.cnf,130,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,4.2400,N/A,4.31,6.3,6.0,0,04A-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run130
04A-2.cnf.gz.no_w.cnf,131,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,5.6100,N/A,5.75,8.05,6.0,0,04A-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run131
04A-2.cnf.gz.no_w.cnf,132,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,4.3200,N/A,4.43,6.06,6.0,0,04A-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run132
04A-3.cnf.gz.no_w.cnf,133,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.14,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run133
04A-3.cnf.gz.no_w.cnf,134,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run134
04A-3.cnf.gz.no_w.cnf,135,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run135
04A-3.cnf.gz.no_w.cnf,136,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run136
04A-3.cnf.gz.no_w.cnf,137,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run137
04A-3.cnf.gz.no_w.cnf,138,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,04A-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run138
04B-1.cnf.gz.no_w.cnf,139,0.3,1.1,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,217.2800,,N/A,2200.45,3904.0,52.0,2,04B-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run139
04B-1.cnf.gz.no_w.cnf,140,0.3,1.2,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,156.2500,,N/A,2182.21,3904.19,57.0,2,04B-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run140
04B-1.cnf.gz.no_w.cnf,141,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,142.4100,1234.5700,N/A,1377.92,1868.45,57.0,0,04B-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run141
04B-1.cnf.gz.no_w.cnf,142,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,140.1400,897.0800,N/A,1037.72,1405.21,57.0,0,04B-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run142
04B-1.cnf.gz.no_w.cnf,143,0.3,1.5,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,126.0700,518.3800,N/A,644.87,3903.65,52.0,2,04B-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run143
04B-1.cnf.gz.no_w.cnf,144,0.3,1.6,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,126.0100,648.9400,N/A,775.54,3903.61,53.0,2,04B-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run144
04B-2.cnf.gz.no_w.cnf,145,0.3,1.1,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,378.1100,,N/A,2030.88,3903.72,70.0,2,04B-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run145
04B-2.cnf.gz.no_w.cnf,146,0.3,1.2,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,299.9600,,N/A,2034.7,3903.97,58.0,2,04B-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run146
04B-2.cnf.gz.no_w.cnf,147,0.3,1.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,259.2600,,N/A,2048.93,3903.76,64.0,2,04B-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run147
04B-2.cnf.gz.no_w.cnf,148,0.3,1.4,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,260.7300,1223.5300,N/A,1485.03,3903.7,61.0,2,04B-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run148
04B-2.cnf.gz.no_w.cnf,149,0.3,1.5,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,216.6700,1287.6700,N/A,1505.08,3903.6,65.0,2,04B-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run149
04B-2.cnf.gz.no_w.cnf,150,0.3,1.6,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,218.3400,1174.8900,N/A,1394.09,3903.56,67.0,2,04B-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run150
04B-3.cnf.gz.no_w.cnf,151,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2296.15,3904.47,82.0,2,04B-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run151
04B-3.cnf.gz.no_w.cnf,152,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2236.0,3904.4,82.0,2,04B-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run152
04B-3.cnf.gz.no_w.cnf,153,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2017.99,3904.95,83.0,2,04B-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run153
04B-3.cnf.gz.no_w.cnf,154,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2014.25,3904.96,82.0,2,04B-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run154
04B-3.cnf.gz.no_w.cnf,155,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2421.4,3901.36,82.0,2,04B-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run155
04B-3.cnf.gz.no_w.cnf,156,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2087.85,3903.41,83.0,2,04B-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run156
04B-4.cnf.gz.no_w.cnf,157,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2081.01,3903.49,87.0,2,04B-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run157
04B-4.cnf.gz.no_w.cnf,158,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1996.49,3905.53,89.0,2,04B-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run158
04B-4.cnf.gz.no_w.cnf,159,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1994.45,3905.46,86.0,2,04B-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run159
04B-4.cnf.gz.no_w.cnf,160,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1997.34,3905.09,88.0,2,04B-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run160
04B-4.cnf.gz.no_w.cnf,161,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1996.62,3905.15,87.0,2,04B-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run161
04B-4.cnf.gz.no_w.cnf,162,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1997.82,3905.09,86.0,2,04B-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run162
05A-1.cnf.gz.no_w.cnf,163,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0200,0.0100,N/A,0.0,0.03,0.0,0,05A-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run163
05A-1.cnf.gz.no_w.cnf,164,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.4400,N/A,3.51,4.43,8.0,0,05A-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run164
05A-1.cnf.gz.no_w.cnf,165,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.8300,N/A,3.92,5.06,8.0,0,05A-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run165
05A-1.cnf.gz.no_w.cnf,166,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,3.7500,N/A,3.79,4.89,6.0,0,05A-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run166
05A-1.cnf.gz.no_w.cnf,167,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,2.9700,N/A,3.06,3.84,6.0,0,05A-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run167
05A-1.cnf.gz.no_w.cnf,168,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,4.1600,N/A,4.2,5.41,6.0,0,05A-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run168
05A-2.cnf.gz.no_w.cnf,169,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.06,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run169
05A-2.cnf.gz.no_w.cnf,170,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run170
05A-2.cnf.gz.no_w.cnf,171,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run171
05A-2.cnf.gz.no_w.cnf,172,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run172
05A-2.cnf.gz.no_w.cnf,173,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run173
05A-2.cnf.gz.no_w.cnf,174,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05A-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run174
05B-1.cnf.gz.no_w.cnf,175,0.3,1.1,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,221.3400,,N/A,1995.39,3905.26,57.0,2,05B-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run175
05B-1.cnf.gz.no_w.cnf,176,0.3,1.2,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,179.6800,1398.0600,N/A,1578.29,3904.65,52.0,2,05B-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run176
05B-1.cnf.gz.no_w.cnf,177,0.3,1.3,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,153.7700,1107.5700,N/A,1261.87,3904.56,55.0,2,05B-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run177
05B-1.cnf.gz.no_w.cnf,178,0.3,1.4,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,155.4400,745.4400,N/A,901.31,3904.89,49.0,2,05B-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run178
05B-1.cnf.gz.no_w.cnf,179,0.3,1.5,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,132.4000,636.2100,N/A,768.96,3904.64,52.0,2,05B-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run179
05B-1.cnf.gz.no_w.cnf,180,0.3,1.6,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,131.7000,797.0000,N/A,929.12,3904.6,56.0,2,05B-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run180
05B-2.cnf.gz.no_w.cnf,181,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run181
05B-2.cnf.gz.no_w.cnf,182,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run182
05B-2.cnf.gz.no_w.cnf,183,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run183
05B-2.cnf.gz.no_w.cnf,184,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run184
05B-2.cnf.gz.no_w.cnf,185,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run185
05B-2.cnf.gz.no_w.cnf,186,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,05B-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run186
05B-3.cnf.gz.no_w.cnf,187,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1996.9,3905.21,85.0,2,05B-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run187
05B-3.cnf.gz.no_w.cnf,188,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1994.99,3904.93,86.0,2,05B-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run188
05B-3.cnf.gz.no_w.cnf,189,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2907.63,3901.35,88.0,2,05B-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run189
05B-3.cnf.gz.no_w.cnf,190,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2788.6,3901.36,85.0,2,05B-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run190
05B-3.cnf.gz.no_w.cnf,191,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2742.47,3901.38,85.0,2,05B-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run191
05B-3.cnf.gz.no_w.cnf,192,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2771.06,3901.38,88.0,2,05B-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run192
06A-1.cnf.gz.no_w.cnf,193,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0200,0.0100,N/A,0.0,0.04,0.0,0,06A-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run193
06A-1.cnf.gz.no_w.cnf,194,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,2.8500,N/A,2.93,4.04,8.0,0,06A-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run194
06A-1.cnf.gz.no_w.cnf,195,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,2.6600,N/A,2.74,3.85,8.0,0,06A-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run195
06A-1.cnf.gz.no_w.cnf,196,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,2.2700,N/A,2.33,2.95,6.0,0,06A-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run196
06A-1.cnf.gz.no_w.cnf,197,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,1.5700,N/A,1.59,1.96,6.0,0,06A-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run197
06A-1.cnf.gz.no_w.cnf,198,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,1.8800,N/A,1.93,2.66,6.0,0,06A-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run198
06A-2.cnf.gz.no_w.cnf,199,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0100,,N/A,0.0,0.02,0.0,0,06A-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run199
06A-2.cnf.gz.no_w.cnf,200,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,0.0100,,N/A,0.0,0.02,0.0,0,06A-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run200
