Input_File,Run_ID,e,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
13B-1.cnf.gz.no_w.cnf,112,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3202.56,3901.23,102.0,2,13B-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run112
13B-2.cnf.gz.no_w.cnf,113,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3169.43,3901.24,106.0,2,13B-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run113
13B-3.cnf.gz.no_w.cnf,114,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3122.17,3901.27,137.0,2,13B-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run114
13B-4.cnf.gz.no_w.cnf,115,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3227.28,3901.27,138.0,2,13B-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run115
14A-1.cnf.gz.no_w.cnf,116,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,3.9300,264.5800,N/A,268.94,349.96,38.0,0,14A-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run116
14A-2.cnf.gz.no_w.cnf,117,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,2.0900,147.4600,N/A,149.86,195.86,22.0,0,14A-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run117
14A-3.cnf.gz.no_w.cnf,118,0.3,sampleout,100,Success,Ideal,0.0000,0,0.1100,0.0200,N/A,0.13,0.24,6.0,0,14A-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run118
15A-1.cnf.gz.no_w.cnf,119,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,3.5600,273.5500,N/A,277.49,351.09,48.0,0,15A-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run119
15A-2.cnf.gz.no_w.cnf,120,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,4.9900,247.8500,N/A,253.23,332.86,35.0,0,15A-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run120
15A-3.cnf.gz.no_w.cnf,121,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.4500,141.8500,N/A,143.63,180.19,26.0,0,15A-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run121
15A-4.cnf.gz.no_w.cnf,122,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2300,36.5000,N/A,36.94,48.18,13.0,0,15A-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run122
15B-1.cnf.gz.no_w.cnf,123,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3066.6,3901.24,98.0,2,15B-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run123
15B-2.cnf.gz.no_w.cnf,124,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3192.32,3901.22,209.0,2,15B-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run124
15B-4.cnf.gz.no_w.cnf,125,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3080.93,3901.2,248.0,2,15B-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run125
15B-5.cnf.gz.no_w.cnf,126,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2976.68,3901.28,248.0,2,15B-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run126
17.sk_3_45.cnf.gz.no_w.cnf,127,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,17.sk_3_45.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run127
17A-1.cnf.gz.no_w.cnf,128,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.9900,95.0300,N/A,96.54,124.53,22.0,0,17A-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run128
17A-2.cnf.gz.no_w.cnf,129,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.0200,99.9600,N/A,101.59,132.99,19.0,0,17A-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run129
17A-3.cnf.gz.no_w.cnf,130,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.4400,109.0400,N/A,111.13,143.94,19.0,0,17A-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run130
17A-4.cnf.gz.no_w.cnf,131,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6200,85.1100,N/A,86.27,112.99,20.0,0,17A-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run131
17A-5.cnf.gz.no_w.cnf,132,0.3,sampleout,100,Success,Ideal,0.0000,0,0.0400,0.0200,N/A,0.06,0.15,6.0,0,17A-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run132
17A-6.cnf.gz.no_w.cnf,133,0.3,sampleout,100,Success,Ideal,0.0000,0,0.0200,0.0100,N/A,0.0,0.06,0.0,0,17A-6.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run133
17B-1.cnf.gz.no_w.cnf,134,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,823.7800,,N/A,3093.64,3901.24,65.0,2,17B-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run134
17B-2.cnf.gz.no_w.cnf,135,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3134.32,3901.22,85.0,2,17B-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run135
17B-3.cnf.gz.no_w.cnf,136,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3078.89,3901.21,96.0,2,17B-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run136
17B-4.cnf.gz.no_w.cnf,137,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3121.49,3901.26,109.0,2,17B-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run137
17B-5.cnf.gz.no_w.cnf,138,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3057.58,3901.28,88.0,2,17B-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run138
18A-1.cnf.gz.no_w.cnf,139,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3063.98,3901.28,90.0,2,18A-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run139
18A-2.cnf.gz.no_w.cnf,140,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3138.02,3901.24,89.0,2,18A-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run140
18A-3.cnf.gz.no_w.cnf,141,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3137.6,3901.25,115.0,2,18A-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run141
18A-4.cnf.gz.no_w.cnf,142,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3212.05,3901.23,136.0,2,18A-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run142
19.sk_3_48.cnf.gz.no_w.cnf,143,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.8300,N/A,4.9,6.19,21.0,0,19.sk_3_48.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run143
20.sk_1_51.cnf.gz.no_w.cnf,144,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,5.8300,N/A,5.93,8.29,27.0,0,20.sk_1_51.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run144
27.sk_3_32.cnf.gz.no_w.cnf,145,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run145
29.sk_3_45.cnf.gz.no_w.cnf,146,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,6.1700,N/A,6.31,8.56,25.0,0,29.sk_3_45.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run146
30.sk_5_76.cnf.gz.no_w.cnf,147,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,5.9800,N/A,6.09,8.3,25.0,0,30.sk_5_76.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run147
32.sk_4_38.cnf.gz.no_w.cnf,148,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,32.sk_4_38.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run148
35.sk_3_52.cnf.gz.no_w.cnf,149,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,35.sk_3_52.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run149
36.sk_3_77.cnf.gz.no_w.cnf,150,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.03,0.0,255,36.sk_3_77.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run150
4step.cnf.gz.no_w.cnf,151,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.9600,N/A,5.21,6.5,28.0,0,4step.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run151
50-10-1-q.cnf.gz.no_w.cnf,152,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,482.8700,N/A,483.88,595.43,230.0,0,50-10-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run152
50-10-10-q.cnf.gz.no_w.cnf,153,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1700,341.4600,N/A,342.36,423.56,180.0,0,50-10-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run153
50-10-2-q.cnf.gz.no_w.cnf,154,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3300,570.5500,N/A,571.5,722.36,255.0,0,50-10-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run154
50-10-3-q.cnf.gz.no_w.cnf,155,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2800,488.4100,N/A,489.35,611.54,217.0,0,50-10-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run155
50-10-4-q.cnf.gz.no_w.cnf,156,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2300,449.8900,N/A,450.75,560.9,200.0,0,50-10-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run156
50-10-5-q.cnf.gz.no_w.cnf,157,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,189.7700,N/A,190.42,238.41,159.0,0,50-10-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run157
50-10-6-q.cnf.gz.no_w.cnf,158,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2400,323.7000,N/A,324.72,413.96,194.0,0,50-10-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run158
50-10-7-q.cnf.gz.no_w.cnf,159,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2000,259.8100,N/A,260.66,339.1,171.0,0,50-10-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run159
50-10-8-q.cnf.gz.no_w.cnf,160,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,179.8800,N/A,180.71,231.56,154.0,0,50-10-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run160
50-10-9-q.cnf.gz.no_w.cnf,161,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2400,262.5600,N/A,263.52,331.06,184.0,0,50-10-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run161
50-12-1-q.cnf.gz.no_w.cnf,162,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4200,921.2500,N/A,922.63,1130.9,251.0,0,50-12-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run162
50-12-10-q.cnf.gz.no_w.cnf,163,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3900,932.3600,N/A,933.59,1192.54,162.0,0,50-12-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run163
50-12-2-q.cnf.gz.no_w.cnf,164,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5100,1346.2000,N/A,1347.62,1816.25,328.0,0,50-12-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run164
50-12-3-q.cnf.gz.no_w.cnf,165,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5200,1208.0500,N/A,1209.15,1522.26,189.0,0,50-12-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run165
50-12-4-q.cnf.gz.no_w.cnf,166,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5000,1243.0500,N/A,1244.16,1549.47,237.0,0,50-12-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run166
50-12-5-q.cnf.gz.no_w.cnf,167,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6200,1512.1000,N/A,1513.39,1961.44,208.0,0,50-12-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run167
50-12-6-q.cnf.gz.no_w.cnf,168,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,394.5300,N/A,395.17,504.01,216.0,0,50-12-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run168
50-12-7-q.cnf.gz.no_w.cnf,169,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5300,1197.7400,N/A,1198.88,1540.68,135.0,0,50-12-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run169
50-12-8-q.cnf.gz.no_w.cnf,170,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.9000,1387.8300,N/A,1389.42,1805.07,171.0,0,50-12-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run170
50-12-9-q.cnf.gz.no_w.cnf,171,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5500,1188.6700,N/A,1189.73,1482.07,178.0,0,50-12-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run171
50-14-1-q.cnf.gz.no_w.cnf,172,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.8100,2140.7000,N/A,2142.57,2709.58,273.0,0,50-14-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run172
50-14-10-q.cnf.gz.no_w.cnf,173,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.0400,,N/A,3049.49,3901.26,494.0,2,50-14-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run173
50-14-2-q.cnf.gz.no_w.cnf,174,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,0.5800,,N/A,3089.07,3901.26,372.0,2,50-14-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run174
50-14-3-q.cnf.gz.no_w.cnf,175,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.9000,2705.7000,N/A,2708.03,3353.26,257.0,0,50-14-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run175
50-14-4-q.cnf.gz.no_w.cnf,176,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5800,1570.8800,N/A,1572.34,1969.14,294.0,0,50-14-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run176
50-14-5-q.cnf.gz.no_w.cnf,177,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.0900,2253.7100,N/A,2256.21,2864.05,246.0,0,50-14-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run177
50-14-6-q.cnf.gz.no_w.cnf,178,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6500,1654.1700,N/A,1655.81,2050.77,341.0,0,50-14-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run178
50-14-7-q.cnf.gz.no_w.cnf,179,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.8800,2034.4300,N/A,2036.6,2648.03,212.0,0,50-14-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run179
50-14-8-q.cnf.gz.no_w.cnf,180,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5800,1818.1300,N/A,1819.7,2146.64,237.0,0,50-14-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run180
50-14-9-q.cnf.gz.no_w.cnf,181,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.0600,2206.0400,N/A,2208.26,2626.48,243.0,0,50-14-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run181
50-16-1-q.cnf.gz.no_w.cnf,182,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.2400,,N/A,3072.14,3901.26,259.0,2,50-16-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run182
50-16-10-q.cnf.gz.no_w.cnf,183,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.0500,,N/A,3061.03,3901.24,337.0,2,50-16-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run183
50-16-2-q.cnf.gz.no_w.cnf,184,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.9800,,N/A,3195.95,3901.23,324.0,2,50-16-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run184
50-16-3-q.cnf.gz.no_w.cnf,185,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.5300,,N/A,3280.0,3901.24,270.0,2,50-16-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run185
50-16-4-q.cnf.gz.no_w.cnf,186,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.7100,,N/A,3086.37,3901.24,294.0,2,50-16-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run186
50-16-5-q.cnf.gz.no_w.cnf,187,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.9600,,N/A,3153.99,3901.23,384.0,2,50-16-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run187
50-16-6-q.cnf.gz.no_w.cnf,188,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.5100,2938.6000,N/A,2941.8,3686.34,233.0,0,50-16-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run188
50-16-7-q.cnf.gz.no_w.cnf,189,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.1500,2314.5900,N/A,2317.16,2849.29,294.0,0,50-16-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run189
50-16-8-q.cnf.gz.no_w.cnf,190,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.9200,2396.6500,N/A,2399.99,2978.9,229.0,0,50-16-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run190
50-16-9-q.cnf.gz.no_w.cnf,191,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.5200,,N/A,3161.39,3901.25,327.0,2,50-16-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run191
50-18-1-q.cnf.gz.no_w.cnf,192,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.9900,,N/A,3317.43,3901.27,420.0,2,50-18-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run192
50-18-10-q.cnf.gz.no_w.cnf,193,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.1200,,N/A,3230.44,3901.22,408.0,2,50-18-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run193
50-18-2-q.cnf.gz.no_w.cnf,194,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.6300,,N/A,3194.16,3901.24,390.0,2,50-18-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run194
50-18-3-q.cnf.gz.no_w.cnf,195,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.5700,,N/A,3160.92,3901.22,573.0,2,50-18-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run195
50-18-4-q.cnf.gz.no_w.cnf,196,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.6500,,N/A,3013.81,3901.31,342.0,2,50-18-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run196
50-18-5-q.cnf.gz.no_w.cnf,197,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.8700,,N/A,2970.16,3901.32,430.0,2,50-18-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run197
50-18-6-q.cnf.gz.no_w.cnf,198,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.5000,,N/A,3027.99,3901.29,288.0,2,50-18-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run198
50-18-7-q.cnf.gz.no_w.cnf,199,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.6400,,N/A,3166.14,3901.28,514.0,2,50-18-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run199
50-18-8-q.cnf.gz.no_w.cnf,200,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.0200,,N/A,3072.67,3901.26,355.0,2,50-18-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run200
50-18-9-q.cnf.gz.no_w.cnf,201,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.8000,,N/A,3002.99,3901.27,336.0,2,50-18-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run201
50-20-1-q.cnf.gz.no_w.cnf,202,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.6700,,N/A,3130.58,3901.29,428.0,2,50-20-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run202
50-20-10-q.cnf.gz.no_w.cnf,203,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,4.5600,,N/A,3011.61,3901.25,618.0,2,50-20-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run203
50-20-2-q.cnf.gz.no_w.cnf,204,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,4.2000,,N/A,2996.76,3901.26,569.0,2,50-20-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run204
50-20-3-q.cnf.gz.no_w.cnf,205,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.4600,,N/A,2959.11,3901.27,566.0,2,50-20-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run205
50-20-4-q.cnf.gz.no_w.cnf,206,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.7000,,N/A,2987.88,3901.29,478.0,2,50-20-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run206
50-20-5-q.cnf.gz.no_w.cnf,207,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,3.6100,,N/A,2962.08,3901.28,488.0,2,50-20-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run207
50-20-6-q.cnf.gz.no_w.cnf,208,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,4.3300,,N/A,2992.98,3901.32,549.0,2,50-20-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run208
50-20-7-q.cnf.gz.no_w.cnf,209,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,4.0600,,N/A,2959.97,3901.31,463.0,2,50-20-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run209
50-20-8-q.cnf.gz.no_w.cnf,210,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,3.3700,,N/A,3055.99,3901.26,472.0,2,50-20-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run210
50-20-9-q.cnf.gz.no_w.cnf,211,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2.7700,,N/A,3006.8,3901.24,366.0,2,50-20-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run211
51.sk_4_38.cnf.gz.no_w.cnf,212,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.2500,N/A,1.35,1.71,16.0,0,51.sk_4_38.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run212
53.sk_4_32.cnf.gz.no_w.cnf,213,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,53.sk_4_32.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run213
54.sk_12_97.cnf.gz.no_w.cnf,214,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2200,82.6100,N/A,83.06,95.09,88.0,0,54.sk_12_97.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run214
55.sk_3_46.cnf.gz.no_w.cnf,215,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,55.sk_3_46.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run215
56.sk_6_38.cnf.gz.no_w.cnf,216,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,1.3800,N/A,1.45,1.87,15.0,0,56.sk_6_38.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run216
57.sk_4_64.cnf.gz.no_w.cnf,217,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,57.sk_4_64.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run217
5step.cnf.gz.no_w.cnf,218,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,10.9800,N/A,11.08,12.67,41.0,0,5step.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run218
